number,values_0,values_1,values_2,datetime_start,datetime_complete,duration,params_learning_rate,params_model_name,params_train_batch_size,params_training_loss,params_weight_decay,state
118,0.02069068420678377,0.0009545109933242202,0.9598584680950744,2023-06-08 17:40:28.536726,2023-06-08 17:51:29.225744,0 days 00:11:00.689018,0.001927768880715455,manet,5,smooth,3.132398024870296e-11,COMPLETE
119,0.0206009354442358,0.0009624614322092384,0.9613407528072864,2023-06-08 17:42:08.739710,2023-06-08 17:52:02.649899,0 days 00:09:53.910189,0.0019646018539329624,manet,4,smooth,3.041205496103385e-11,COMPLETE
120,0.021569179370999336,0.0010365555062890053,0.9633286009352774,2023-06-08 17:43:42.367558,2023-06-08 17:49:20.584284,0 days 00:05:38.216726,0.0017024706150228378,manet,20,smooth,3.3555561074268464e-11,COMPLETE
121,0.020914141554385424,0.0010272875078953803,0.9622347658456264,2023-06-08 17:45:06.262265,2023-06-08 17:54:49.992486,0 days 00:09:43.730221,0.002451284342171853,manet,4,huber,2.8099865001519755e-11,COMPLETE
122,0.020614387467503548,0.0009677060297690332,0.9612807283029713,2023-06-08 17:46:46.659384,2023-06-08 17:56:34.172859,0 days 00:09:47.513475,0.0015764394191361535,manet,4,smooth,1.187153688362494e-06,COMPLETE
123,0.020705046132206917,0.0009755916689755395,0.9615262865915328,2023-06-08 17:46:59.544831,2023-06-08 17:56:50.903519,0 days 00:09:51.358688,0.0019793559237477085,manet,4,smooth,2.614936870154956e-07,COMPLETE
124,0.020637117326259613,0.0008977426332421601,0.9595389173553033,2023-06-08 17:47:37.748883,2023-06-08 17:58:41.418059,0 days 00:11:03.669176,0.0019605147410843987,manet,5,smooth,3.609648120147303e-11,COMPLETE
125,0.020681987516582012,0.0009790522744879127,0.9614402303141655,2023-06-08 17:49:04.929936,2023-06-08 17:58:59.151658,0 days 00:09:54.221722,0.0020790468096105823,manet,4,huber,2.3404429031474567e-11,COMPLETE
126,0.020506076980382204,0.0009686320554465055,0.9611556530363616,2023-06-08 17:49:20.634147,2023-06-08 17:59:15.804947,0 days 00:09:55.170800,0.0023694069465253712,manet,4,huber,2.564172570455102e-07,COMPLETE
127,0.020663770847022533,0.0009883247839752585,0.9600080748716754,2023-06-08 17:50:14.013230,2023-06-08 18:01:39.722775,0 days 00:11:25.709545,0.0023116144346931465,manet,4,huber,5.598284039976196e-07,COMPLETE
128,0.021086098160594702,0.0009850758215179667,0.9612682862769922,2023-06-08 17:51:29.274514,2023-06-08 17:57:55.867864,0 days 00:06:26.593350,0.0020400742384536776,manet,7,huber,6.866655083244612e-08,COMPLETE
129,0.021446611266583204,0.0011776663304772228,0.9614719623025778,2023-06-08 17:52:02.700292,2023-06-08 17:57:14.743847,0 days 00:05:12.043555,0.002310615213666169,linknet,8,huber,5.4849556888607854e-08,COMPLETE
130,0.021523715928196907,0.001084857591195032,0.9627181762109409,2023-06-08 17:54:25.631238,2023-06-08 18:01:07.691250,0 days 00:06:42.060012,0.0023271633103866627,linknet,8,huber,6.954337307874238e-07,COMPLETE
131,0.02144650975242257,0.001036821588058956,0.9614261909280457,2023-06-08 17:54:50.041959,2023-06-08 18:01:27.567647,0 days 00:06:37.525688,0.00230748725251793,linknet,9,huber,5.434281351334218e-07,COMPLETE
132,0.021506866440176964,0.0011378087801858783,0.9620145696571326,2023-06-08 17:56:34.220953,2023-06-08 18:01:42.124573,0 days 00:05:07.903620,0.0021642112636816317,linknet,8,huber,5.950238995945619e-07,COMPLETE
133,0.021456893999129534,0.0011603951134020463,0.9620839548427951,2023-06-08 17:56:50.953774,2023-06-08 18:02:08.029222,0 days 00:05:17.075448,0.002266617674051319,linknet,7,huber,5.63888290824581e-07,COMPLETE
134,0.021577321458607912,0.0011199101572856307,0.9622270203920182,2023-06-08 17:57:14.791454,2023-06-08 18:02:31.170449,0 days 00:05:16.378995,0.0019764667310928465,linknet,7,huber,5.599727465306279e-07,COMPLETE
135,0.021080142818391323,0.0010857901506824419,0.9606313100609116,2023-06-08 17:57:55.916078,2023-06-08 18:03:03.723450,0 days 00:05:07.807372,0.0028252224011403146,linknet,8,huber,5.680417277776442e-07,COMPLETE
136,0.020666757132858038,0.0009830273629631847,0.9602820454300375,2023-06-08 17:58:41.468493,2023-06-08 18:04:39.108252,0 days 00:05:57.639759,0.0027153605968399017,manet,8,smooth,5.197573675493597e-10,COMPLETE
137,0.020703290589153767,0.0010015951411332935,0.9603892704040837,2023-06-08 17:58:59.204919,2023-06-08 18:04:53.544187,0 days 00:05:54.339268,0.0030262986994295665,manet,8,smooth,5.256137291022257e-10,COMPLETE
138,0.02090164041146636,0.0010645961010595784,0.9608410931039438,2023-06-08 17:59:15.855481,2023-06-08 18:05:11.474407,0 days 00:05:55.618926,0.0027609888620083495,manet,9,huber,5.626385801081659e-07,COMPLETE
139,0.02106274990364909,0.0009632587025407702,0.9610503400586706,2023-06-08 18:01:07.741333,2023-06-08 18:07:56.412361,0 days 00:06:48.671028,0.0027212189435193127,manet,9,huber,1.9427712647997994e-11,COMPLETE
140,0.020746846683323383,0.000978293246589601,0.9605522478399272,2023-06-08 18:01:27.615748,2023-06-08 18:07:29.843241,0 days 00:06:02.227493,0.002973683395917945,manet,6,huber,1.4256500665949146e-07,COMPLETE
141,0.02074634050950408,0.0009459911234444007,0.9612890166039587,2023-06-08 18:01:39.772569,2023-06-08 18:09:01.414478,0 days 00:07:21.641909,0.002853367897371406,manet,9,huber,1.607321499812686e-11,COMPLETE
142,0.020652434322983027,0.0009269602887798101,0.9616615967545161,2023-06-08 18:01:42.173878,2023-06-08 18:10:56.663737,0 days 00:09:14.489859,0.0010424857025759266,manet,6,huber,1.868711877350045e-11,COMPLETE
143,0.02085451316088438,0.0010151546448469162,0.9590262598723813,2023-06-08 18:02:08.090223,2023-06-08 18:09:55.872444,0 days 00:07:47.782221,0.0029732060673016347,manet,10,smooth,1.230409705757215e-07,COMPLETE
144,0.02075287001207471,0.000994511297903955,0.9587058923133656,2023-06-08 18:02:31.221393,2023-06-08 18:10:21.459462,0 days 00:07:50.238069,0.0027259368921776837,manet,10,smooth,1.6305385165021606e-11,COMPLETE
145,0.020773248746991158,0.001023757693474181,0.9597834474752105,2023-06-08 18:03:03.774757,2023-06-08 18:12:27.040887,0 days 00:09:23.266130,0.0029045993212173434,manet,16,smooth,5.839753267066866e-10,COMPLETE
146,0.020846533589065075,0.0010072971344925463,0.9619236034498662,2023-06-08 18:04:39.159744,2023-06-08 18:14:31.812414,0 days 00:09:52.652670,0.0028768660265769477,manet,4,smooth,1.7932179611880344e-11,COMPLETE
147,0.020854714326560497,0.0010081631771754473,0.9589643303661861,2023-06-08 18:04:53.595800,2023-06-08 18:12:38.890947,0 days 00:07:45.295147,0.003026588932226017,manet,10,smooth,1.5377550024704376e-11,COMPLETE
148,0.020615469198673964,0.0009678527130745351,0.9611419649759637,2023-06-08 18:05:11.526336,2023-06-08 18:15:09.421502,0 days 00:09:57.895166,0.003272754248162479,manet,4,smooth,1.3876242843371316e-11,COMPLETE
149,0.020969705190509558,0.0011101447162218392,0.96040724585718,2023-06-08 18:07:29.894753,2023-06-08 18:16:50.411342,0 days 00:09:20.516589,0.0011759125420985196,manet,17,smooth,1.1516331489907541e-05,COMPLETE
150,0.020977730862796307,0.00098895987321157,0.9606094320292722,2023-06-08 18:07:56.462546,2023-06-08 18:19:16.044698,0 days 00:11:19.582152,0.0012511179308117792,manet,4,smooth,5.101628716754301e-10,COMPLETE
151,0.02064831182360649,0.0009646482794778422,0.9614360198214282,2023-06-08 18:09:01.464060,2023-06-08 18:18:55.472298,0 days 00:09:54.008238,0.0018621135485014854,manet,4,smooth,5.145802810888341e-10,COMPLETE
152,0.02075478481128812,0.001038586866343394,0.9589897820786657,2023-06-08 18:09:55.922897,2023-06-08 18:18:55.427264,0 days 00:08:59.504367,0.0011925852435259508,manet,16,smooth,1.4940978002689644e-11,COMPLETE
153,0.021011436358094215,0.0010266089666401967,0.9606666105755313,2023-06-08 18:10:21.511353,2023-06-08 18:19:49.953143,0 days 00:09:28.441790,0.0010360619374483549,manet,16,smooth,1.5437048470755094e-11,COMPLETE
154,0.021139798685908318,0.0009876432013697922,0.9616464420270842,2023-06-08 18:10:56.715777,2023-06-08 18:16:34.464573,0 days 00:05:37.748796,0.001160580449057818,manet,15,smooth,1.4989427057531168e-11,COMPLETE
155,0.0206303964368999,0.00092387328913901,0.9598345309168527,2023-06-08 18:12:27.092143,2023-06-08 18:22:20.687732,0 days 00:09:53.595589,0.001025154113282433,manet,16,smooth,1.5915431117333545e-11,COMPLETE
156,0.020962153561413288,0.0010654552897904068,0.9605760774787255,2023-06-08 18:12:38.957448,2023-06-08 18:22:03.211979,0 days 00:09:24.254531,0.0013059519057116926,manet,16,smooth,3.099769470265509e-12,COMPLETE
157,0.021519324276596308,0.0010539190261624753,0.9617872057451746,2023-06-08 18:14:31.862942,2023-06-08 18:23:37.334658,0 days 00:09:05.471716,0.00112612700742685,manet,15,smooth,2.6667347180602073e-10,COMPLETE
158,0.02146989805623889,0.0010384163324488327,0.9600078941722733,2023-06-08 18:15:09.473111,2023-06-08 18:22:43.708431,0 days 00:07:34.235320,0.0011675794947739804,manet,16,smooth,2.8994681309138304e-10,COMPLETE
159,0.02104095183312893,0.0009692355815786868,0.9593649987621685,2023-06-08 18:16:34.513970,2023-06-08 18:24:11.422677,0 days 00:07:36.908707,0.0012474199805856516,manet,12,smooth,3.856399730983778e-12,COMPLETE
160,0.02096313890069723,0.0008388827700400725,0.9603948609560746,2023-06-08 18:16:50.462901,2023-06-08 18:23:30.066037,0 days 00:06:39.603136,0.0018406210002055543,manet,11,huber,4.906154037557111e-09,COMPLETE
161,0.020671208389103413,0.0009889320062939078,0.9587249396914312,2023-06-08 18:18:55.563056,2023-06-08 18:28:08.156594,0 days 00:09:12.593538,0.0017036392743394477,manet,13,smooth,3.8212136837301234e-11,COMPLETE
162,0.020735058467835188,0.0010085488320328295,0.961657960799958,2023-06-08 18:18:55.650099,2023-06-08 18:27:41.107579,0 days 00:08:45.457480,0.0017833820008749687,manet,12,smooth,4.140976456380296e-11,COMPLETE
163,0.020675324369221926,0.0009972321277018636,0.9617596589240341,2023-06-08 18:19:16.096670,2023-06-08 18:27:56.984276,0 days 00:08:40.887606,0.0016567980870593865,manet,12,smooth,4.1560327972433823e-11,COMPLETE
164,0.021010021213442087,0.0009064554760698229,0.9606465702181285,2023-06-08 18:19:50.005569,2023-06-08 18:26:35.194142,0 days 00:06:45.188573,0.001680084547360745,manet,11,huber,2.659997918659804e-10,COMPLETE
165,0.020645293407142162,0.0009753926133271307,0.9616096086708144,2023-06-08 18:22:03.266341,2023-06-08 18:30:45.689840,0 days 00:08:42.423499,0.0016855587883908153,manet,12,huber,4.28600242075108e-11,COMPLETE
166,0.020733850076794624,0.0009755695500643924,0.9588977718241936,2023-06-08 18:22:20.783223,2023-06-08 18:36:16.727908,0 days 00:13:55.944685,0.001739722137103085,linknet,12,huber,3.2041189705581095e-10,COMPLETE
167,0.023670744616538286,0.0011503548303153366,0.9707067014645041,2023-06-08 18:22:43.761163,2023-06-08 18:28:23.212141,0 days 00:05:39.450978,0.0016159155206384504,linknet,13,huber,4.5153746025960053e-11,COMPLETE
168,0.020962886046618223,0.0009733601473271847,0.9625667296675526,2023-06-08 18:23:30.116734,2023-06-08 18:32:08.516239,0 days 00:08:38.399505,0.005488156570661879,manet,12,huber,6.441061620671582e-09,COMPLETE
169,0.023048718459904194,0.0011139473062939942,0.9665664800605933,2023-06-08 18:23:37.387199,2023-06-08 18:36:57.726022,0 days 00:13:20.338823,7.721093064425701e-05,manet,12,huber,6.170330845931941e-09,COMPLETE
170,0.02279726369306445,0.0010716341639636084,0.9656148645072067,2023-06-08 18:24:11.474989,2023-06-08 18:30:54.946580,0 days 00:06:43.471591,0.00020511653999796397,manet,12,huber,5.515602688812978e-09,COMPLETE
171,0.03237879788503051,0.0018786123837344348,1.0078307438962428,2023-06-08 18:26:35.247311,2023-06-08 18:36:22.336649,0 days 00:09:47.089338,2.5102043073029004e-05,manet,12,huber,5.963021673366312e-09,COMPLETE
172,0.02100480441004038,0.001011285639833659,0.9625785920626095,2023-06-08 18:27:41.158035,2023-06-08 18:36:29.533150,0 days 00:08:48.375115,0.006314952659401755,manet,12,huber,5.21084786299919e-09,COMPLETE
173,0.02077267039567232,0.0011866716959048063,0.9585209371043174,2023-06-08 18:27:57.036823,2023-06-08 18:36:09.433170,0 days 00:08:12.396347,0.0035102913641837713,manet,11,huber,6.565598163955489e-09,COMPLETE
174,0.021113696973770857,0.0008917990198824555,0.9615590270324631,2023-06-08 18:28:08.210669,2023-06-08 18:46:18.748869,0 days 00:18:10.538200,0.00018664533913235527,manet,10,huber,4.2226043095132806e-09,COMPLETE
175,0.021616533864289522,0.000960292833042331,0.9632911159127354,2023-06-08 18:28:23.264983,2023-06-08 18:35:38.344882,0 days 00:07:15.079899,0.0007048787986675045,manet,12,huber,3.0347194904365967e-09,COMPLETE
176,0.02156299026682973,0.0014741642371518537,0.9621534586530426,2023-06-08 18:30:45.742094,2023-06-08 18:39:35.933337,0 days 00:08:50.191243,0.0007435378877007024,manet,21,huber,5.650851911900378e-09,COMPLETE
177,0.024855226278305054,0.001320230367127806,0.9719200145188691,2023-06-08 18:30:55.001820,2023-06-08 18:40:38.315589,0 days 00:09:43.313769,7.206066560301607e-05,manet,22,huber,5.155230423746788e-09,COMPLETE
178,0.021127292420715094,0.0009734270424814895,0.9596559413179065,2023-06-08 18:32:08.567482,2023-06-08 18:39:50.770740,0 days 00:07:42.203258,0.0006305662888895862,manet,10,huber,4.8257470482084725e-09,COMPLETE
179,0.024865681771188974,0.0012334703642409295,0.9697181226057472,2023-06-08 18:35:38.397763,2023-06-08 18:46:57.704789,0 days 00:11:19.307026,8.451764778304036e-05,manet,22,huber,1.9808122919128754e-09,COMPLETE
180,0.02062031254172325,0.0009602443751646206,0.958561620025029,2023-06-08 18:36:09.486325,2023-06-08 18:43:53.509551,0 days 00:07:44.023226,0.007249464480215844,manet,10,huber,1.988773982777754e-09,COMPLETE
181,0.03135782200843096,0.0017433477914892137,1.0048591766094712,2023-06-08 18:36:16.785241,2023-06-08 18:45:33.090696,0 days 00:09:16.305455,2.4975015176275117e-05,manet,22,huber,9.776508199653368e-09,COMPLETE
182,0.024048791266977787,0.0012301305250730366,0.9691370147897634,2023-06-08 18:36:22.388926,2023-06-08 18:46:15.899947,0 days 00:09:53.511021,7.827919352367487e-05,manet,21,huber,1.9656247843526834e-09,COMPLETE
183,0.02330388454720378,0.0011529307521414012,0.9671563851792762,2023-06-08 18:36:29.587191,2023-06-08 18:45:26.974612,0 days 00:08:57.387421,0.0001601988815913148,manet,20,huber,8.110385926136841e-09,COMPLETE
184,0.04306601174175739,0.005340364761650562,1.0745092292580003,2023-06-08 18:36:57.780458,2023-06-08 19:00:05.948891,0 days 00:23:08.168433,4.506468709101715e-06,manet,10,huber,9.63995595167876e-09,COMPLETE
185,0.02217366360127926,0.0009767204755917192,0.9642252272656011,2023-06-08 18:39:35.985609,2023-06-08 18:57:30.915845,0 days 00:17:54.930236,7.428919359540683e-05,manet,10,huber,1.987944640495022e-09,COMPLETE
186,0.04052210506051779,0.002970430417917669,1.0615352032115297,2023-06-08 18:39:50.825631,2023-06-08 19:09:33.752783,0 days 00:29:42.927152,4.3710024322192965e-06,manet,7,huber,2.102714374537546e-09,COMPLETE
187,0.04091767221689224,0.003094680665526539,1.0613335453222512,2023-06-08 18:40:38.368802,2023-06-08 19:07:29.243696,0 days 00:26:50.874894,4.931171445277083e-06,manet,7,huber,1.844778821029028e-09,COMPLETE
188,0.02229975676164031,0.0011168265918968245,0.9647172422764885,2023-06-08 18:43:53.562172,2023-06-08 19:08:29.771987,0 days 00:24:36.209815,3.9568951105745503e-05,manet,7,huber,9.380786688430808e-09,COMPLETE
189,0.026971185579895973,0.0027899366978090256,0.9812257470026989,2023-06-08 18:45:27.027943,2023-06-08 19:00:01.119684,0 days 00:14:34.091741,2.3401947571492634e-05,manet,6,huber,9.8798120745012e-09,COMPLETE
190,0.020916651468724012,0.0009980594331864268,0.9611363430616258,2023-06-08 18:45:33.143259,2023-06-08 18:51:31.904886,0 days 00:05:58.761627,0.00713808051606471,manet,7,huber,2.0660776777013924e-09,COMPLETE
191,0.02175674634054303,0.001063052608515136,0.9642763788889078,2023-06-08 18:46:15.954330,2023-06-08 18:55:35.693253,0 days 00:09:19.738923,0.0002206399529142222,manet,6,huber,1.901071710563898e-09,COMPLETE
192,0.02268589846789837,0.0011940316180698574,0.9652288612855932,2023-06-08 18:46:18.806613,2023-06-08 18:52:53.464009,0 days 00:06:34.657396,0.00021437885879351293,manet,7,huber,3.4949117977547225e-09,COMPLETE
193,0.020827841944992542,0.0009727755968924612,0.9606922838976347,2023-06-08 18:46:57.766660,2023-06-08 18:53:08.108427,0 days 00:06:10.341767,0.0074353800985531475,manet,6,huber,3.170119873766951e-09,COMPLETE
194,0.020799891091883183,0.0009684756223578006,0.9607351170455822,2023-06-08 18:51:31.960782,2023-06-08 18:57:36.148832,0 days 00:06:04.188050,0.0035855749270671256,manet,6,huber,3.6741709309360592e-09,COMPLETE
195,0.04366462863981724,0.003809319343417883,1.0697019624432893,2023-06-08 18:52:53.517712,2023-06-08 19:10:15.351943,0 days 00:17:21.834231,4.8807365090109385e-06,manet,6,huber,1.1907838687018541e-08,COMPLETE
196,0.0450776033103466,0.005351159314159304,1.0878114516243849,2023-06-08 18:53:08.164356,2023-06-08 19:13:48.946147,0 days 00:20:40.781791,4.6689446312620696e-06,manet,10,huber,3.2608561461261066e-05,COMPLETE
197,0.021388705354183912,0.00099784362828359,0.9619931230993333,2023-06-08 18:55:35.749375,2023-06-08 19:08:04.462080,0 days 00:12:28.712705,0.008482579130214867,manet,10,huber,2.5972533342233704e-05,COMPLETE
198,0.046906822361052036,0.004613706725649536,1.102024062279671,2023-06-08 18:57:30.971045,2023-06-08 19:18:41.329842,0 days 00:21:10.358797,4.169990272189775e-06,manet,10,huber,2.2747505241267722e-05,COMPLETE
199,0.02252201782539487,0.0010627985175233334,0.9646763564714205,2023-06-08 18:57:36.202380,2023-06-08 19:11:46.789419,0 days 00:14:10.587039,0.00016925227513718625,manet,35,huber,2.2369244462608328e-05,COMPLETE
200,0.06251395866274834,0.007897492963820696,1.303932839933096,2023-06-08 19:00:01.175292,2023-06-08 19:15:18.302036,0 days 00:15:17.126744,4.017932977249923e-06,manet,35,huber,2.3567546112440622e-05,COMPLETE
201,0.02475423039868474,0.00130012771114707,0.9713080804051717,2023-06-08 19:00:06.004579,2023-06-08 19:12:14.762376,0 days 00:12:08.757797,6.267668762786961e-05,manet,14,huber,3.4411691619030126e-05,COMPLETE
202,0.020835320930927992,0.0009982391929952428,0.9589863435032738,2023-06-08 19:07:29.316551,2023-06-08 19:15:14.882543,0 days 00:07:45.565992,0.005429628562835508,manet,10,huber,2.2925751956176703e-05,COMPLETE
203,0.021700415294617414,0.0012333306658547372,0.9603679050778298,2023-06-08 19:08:04.516321,2023-06-08 19:19:10.022135,0 days 00:11:05.505814,0.008246214727894214,manet,45,huber,1.5893559367235464e-08,COMPLETE
204,0.020904912147670984,0.0010512627341086045,0.9596787534209246,2023-06-08 19:08:29.829224,2023-06-08 19:17:33.977025,0 days 00:09:04.147801,0.00880348236893105,manet,14,huber,1.6675451375070974e-08,COMPLETE
205,0.02040529390797019,0.0010497571638552472,0.9592078241609111,2023-06-08 19:09:33.808119,2023-06-08 19:28:15.424683,0 days 00:18:41.616564,0.0052529729963021994,manet,36,huber,2.3181601568126005e-05,COMPLETE
206,0.027435066178441048,0.0019092732691206038,0.982574890191405,2023-06-08 19:10:15.408228,2023-06-08 19:36:58.570846,0 days 00:26:43.162618,1.2547287569234784e-05,manet,14,huber,1.1442568091609756e-09,COMPLETE
207,0.02083447715267539,0.0010588207514956594,0.9593839654856229,2023-06-08 19:11:46.843504,2023-06-08 19:20:50.755360,0 days 00:09:03.911856,0.004553351545933158,manet,15,huber,2.0122801165472386e-08,COMPLETE
208,0.02074327925220132,0.0009661516960477456,0.9601077680958094,2023-06-08 19:12:14.818031,2023-06-08 19:22:15.829682,0 days 00:10:01.011651,0.0053939491430205835,manet,18,huber,3.2873843556961397e-06,COMPLETE
209,0.06052774377167225,0.006033432437106967,1.2632378942541878,2023-06-08 19:13:49.002440,2023-06-08 19:37:10.402627,0 days 00:23:21.400187,2.9396463512474652e-06,manet,14,huber,1.2111057272793445e-05,COMPLETE
210,0.02085289917886257,0.0010909998381976038,0.9601864417981136,2023-06-08 19:15:14.938560,2023-06-08 19:24:39.884592,0 days 00:09:24.946032,0.004929231473735243,manet,17,huber,1.7375301206544526e-08,COMPLETE
211,0.02076146425679326,0.0010301959118805826,0.959153245033568,2023-06-08 19:15:18.358906,2023-06-08 19:24:27.903689,0 days 00:09:09.544783,0.0053992040301472565,manet,14,huber,2.0132989472855305e-08,COMPLETE
212,0.021014099940657616,0.0010250998311676085,0.9604073351245744,2023-06-08 19:17:34.030878,2023-06-08 19:26:31.046350,0 days 00:08:57.015472,0.009621485382501422,manet,18,huber,3.583170991476837e-08,COMPLETE
213,0.023677274119108915,0.0011275133583694696,0.9681868550477457,2023-06-08 19:18:41.385007,2023-06-08 19:31:01.342619,0 days 00:12:19.957612,0.00011032388136594871,manet,44,huber,1.858578818486356e-08,COMPLETE
214,0.028232879005372524,0.0016892115527298301,0.9849670078947754,2023-06-08 19:19:10.077378,2023-06-08 19:30:11.625350,0 days 00:11:01.547972,3.8736011035147015e-05,manet,17,huber,0.0008075931818781467,COMPLETE
215,0.022746887523680925,0.0011903190606972203,0.967196986023805,2023-06-08 19:20:50.825006,2023-06-08 19:29:27.913930,0 days 00:08:37.088924,0.00017931959300532222,manet,14,huber,1.2372289733943247e-09,COMPLETE
216,0.030120220966637135,0.0021759897645097226,0.9939330164772502,2023-06-08 19:22:15.884422,2023-06-08 19:40:13.126669,0 days 00:17:57.242247,1.2295426931917846e-05,manet,4,huber,0.0009949406913903971,COMPLETE
217,0.02087851846590638,0.0009459623834118247,0.9608640461164993,2023-06-08 19:24:27.957057,2023-06-08 19:38:57.005157,0 days 00:14:29.048100,0.00018951769554072877,manet,5,huber,0.0009969718544696855,COMPLETE
218,0.02036453690379858,0.0008887000440154225,0.9596375105731189,2023-06-08 19:24:39.940487,2023-06-08 19:50:33.208583,0 days 00:25:53.268096,0.00019197752531400803,manet,5,huber,4.240540292413744e-08,COMPLETE
219,0.02099380036816001,0.0010621728142723441,0.9613125183995307,2023-06-08 19:26:31.100847,2023-06-08 19:32:56.895958,0 days 00:06:25.795111,0.0035222665638179286,manet,4,huber,0.00020556191382345407,COMPLETE
220,0.02133920742198825,0.0010925935639534146,0.9617409006761988,2023-06-08 19:28:15.482967,2023-06-08 19:37:18.806360,0 days 00:09:03.323393,0.006672398191526947,manet,48,huber,1.1226710437831645e-05,COMPLETE
221,0.02157972427085042,0.0011409056751290336,0.9600544291525601,2023-06-08 19:29:27.968348,2023-06-08 19:40:26.120406,0 days 00:10:58.152058,0.006927768481987893,manet,45,huber,0.00017740235870625497,COMPLETE
222,0.021389780566096306,0.0010372573015047237,0.9619507947340924,2023-06-08 19:30:11.681849,2023-06-08 19:41:32.883330,0 days 00:11:21.201481,0.0034500968025287775,manet,44,huber,0.00016645859578411323,COMPLETE
223,0.0217417161911726,0.0011812147567979991,0.9614762262746435,2023-06-08 19:31:01.399321,2023-06-08 19:40:00.195706,0 days 00:08:58.796385,0.006134305569696674,manet,47,huber,1.231536474625494e-05,COMPLETE
224,0.021149616222828627,0.0011100692936452106,0.9605728466679232,2023-06-08 19:32:56.953818,2023-06-08 19:42:04.605130,0 days 00:09:07.651312,0.006340523062269397,manet,27,huber,0.0005890415129729809,COMPLETE
225,0.1073418352752924,0.02242571534588933,188.16201470650577,2023-06-08 19:36:58.630536,2023-06-08 19:40:02.687284,0 days 00:03:04.056748,6.081651394099209e-06,manet,73,huber,0.00021405691163948288,COMPLETE
226,0.021171615924686193,0.0010948239068966359,0.9623549908937592,2023-06-08 19:37:10.462469,2023-06-08 19:49:28.957054,0 days 00:12:18.494585,0.006732109227392437,manet,72,huber,0.00017268201186510082,COMPLETE
227,0.022079838439822197,0.0009252944291802123,0.9638030801276458,2023-06-08 19:37:18.862145,2023-06-08 19:46:42.971972,0 days 00:09:24.109827,0.007693381601771678,manet,74,huber,0.00014225721887747156,COMPLETE
228,0.021211944054812193,0.0009968522936105728,0.9606399606090422,2023-06-08 19:38:57.073926,2023-06-08 19:47:36.529299,0 days 00:08:39.455373,0.006762983098842192,manet,35,huber,3.0521183311218386e-06,COMPLETE
229,0.02086021564900875,0.0009733325641718693,0.961523868096525,2023-06-08 19:40:00.251931,2023-06-08 19:47:16.532721,0 days 00:07:16.280790,0.007170450985267468,manet,9,huber,3.730888229909511e-06,COMPLETE
230,0.020401697605848312,0.0010719449492171407,0.9602722685275193,2023-06-08 19:40:02.745625,2023-06-08 19:56:29.472466,0 days 00:16:26.726841,0.007477693571017492,manet,28,huber,0.0002661700004188424,COMPLETE
231,0.022900936659425497,0.0011471081816125661,0.9678912606054456,2023-06-08 19:40:13.185102,2023-06-08 19:46:09.720520,0 days 00:05:56.535418,0.007789306612666166,manet,26,huber,0.0001571609432325298,COMPLETE
232,0.0212754406966269,0.000978850104729645,0.9606889922829884,2023-06-08 19:40:26.176284,2023-06-08 19:49:09.140997,0 days 00:08:42.964713,0.0036781582643290994,manet,29,huber,2.281443383019345e-06,COMPLETE
233,0.021127015817910433,0.0008895096107153222,0.960997632801181,2023-06-08 19:41:32.943242,2023-06-08 19:48:27.224495,0 days 00:06:54.281253,0.004951967887609682,manet,9,huber,3.007488228792895e-06,COMPLETE
234,0.03201480722054839,0.0019654353382065892,0.998936699418786,2023-06-08 19:42:04.667748,2023-06-08 19:52:39.135014,0 days 00:10:34.467266,2.2026399483331386e-05,manet,30,huber,3.687344613379582e-05,COMPLETE
235,0.020313972607254982,0.0009667889244155958,0.9592968628377097,2023-06-08 19:46:09.782097,2023-06-08 20:03:07.307658,0 days 00:16:57.525561,0.003613170920693334,manet,33,huber,0.00030441382159980654,COMPLETE
236,0.02127347607165575,0.000959289594902657,0.9636365686679463,2023-06-08 19:46:43.034108,2023-06-08 19:55:01.583959,0 days 00:08:18.549851,0.004716174388101555,manet,36,huber,0.00029012750122315965,COMPLETE
237,0.15430057421326637,0.041357869282364845,70330.41985068932,2023-06-08 19:47:16.587936,2023-06-08 19:50:18.317590,0 days 00:03:01.729654,2.8457017723008667e-06,manet,57,huber,9.844207446700212e-05,COMPLETE
238,0.02114666299894452,0.000987212115433067,0.9598700622284995,2023-06-08 19:47:36.597303,2023-06-08 19:55:21.781768,0 days 00:07:45.184465,0.0004814269340909416,manet,10,huber,3.742656394949792e-05,COMPLETE
239,0.021931546740233898,0.0009918911091517657,0.9628083695283891,2023-06-08 19:48:27.281371,2023-06-08 19:57:41.598017,0 days 00:09:14.316646,0.004674875100207522,manet,64,huber,1.4941869796743021e-05,COMPLETE
240,0.020662214141339064,0.0009743473201524466,0.9584674359508121,2023-06-08 19:49:09.197711,2023-06-08 19:56:51.317695,0 days 00:07:42.119984,0.00494998639041136,manet,10,huber,1.7975858826900843e-07,COMPLETE
241,0.022378915920853615,0.0013722821895498782,0.9625588989632019,2023-06-08 19:49:29.016996,2023-06-08 19:57:21.037502,0 days 00:07:52.020506,0.009998905964370574,manet,63,huber,7.557382976495687e-05,COMPLETE
242,0.022197906393557787,0.0011223052424611524,0.9634548566038598,2023-06-08 19:50:18.375352,2023-06-08 19:59:25.037128,0 days 00:09:06.661776,0.00046412310298035237,manet,37,huber,7.325197050923311e-05,COMPLETE
